title,company,location,created,salary_min,salary_max,description,redirect_url,search_role,search_country
Data Analyst,Cover Genius,"Greater Vancouver, British Columbia",2025-08-20T06:51:21Z,,,"About The Company Cover Genius is a Series E insurtech that protects the global customers of the world’s largest digital companies including Booking Holdings, owner of Priceline, Kayak and Booking.com, Intuit, Uber, Hopper, Ryanair, Turkish Airlines, Descartes ShipRush, Zip and SeatGeek. We’re also available at Amazon, Flipkart, eBay, Wayfair and SE Asia’s largest company, Shopee. Our partners integrate with XCover, our award-winning insurance distribution platform, to embed protection for mill…",https://www.adzuna.ca/details/5360014911?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,Stripe,"Toronto, Ontario",2025-08-09T07:48:46Z,,,"About Stripe Stripe is a financial infrastructure platform for businesses. Millions of companies—from the world’s largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone’s reach while doing the most important work of you…",https://www.adzuna.ca/details/5345351303?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,Ford Motor Company,"Oakville, Halton",2025-08-17T07:41:00Z,,,"Job Description As a data analyst for Ford Pro, you will be responsible for assisting with the monthly commissions process, workflow management, and performing a variety of different analyses to drive the business. This position works collaboratively with internal stakeholders such as Legal, Finance, Revenue Operations and Sales to ensure commissions are executed with efficiency and accuracy. Responsibilities The primary responsibilities for this position include but are not limited to: Adminis…",https://www.adzuna.ca/details/5356430435?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,7shifts,"Toronto, Ontario",2025-07-07T13:01:45Z,,,"7shifts is a scheduling and payroll platform designed to help restaurant teams thrive. With an easy-to-use app and industry-specific solutions, 7shifts saves time, reduces errors, and helps keep costs in check for over 55,000 restaurants. Our mission is to simplify team management and improve performance for restaurants, with a long-term vision of creating a thriving restaurant industry through the power of connected & engaged teams. As the Data Analyst at 7shifts, reporting to the Manager of D…",https://www.adzuna.ca/details/5290504171?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,FLiiP,"Brossard, Champlain",2025-08-21T16:44:24Z,,,"Job Description Job Description About the company Our client, FLiiP, is reshaping the fitness industry through a cutting-edge, all-in-one SaaS platform built for commercial gyms and multi-location fitness operators. Their solution helps streamline operations, centralize communication, and significantly boost member retention. With more than $4M CAD in seed funding and as a participant in the Google for Startups Accelerator, FLiiP is experiencing rapid growth across North America. The role We ar…",https://www.adzuna.ca/details/5362376389?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,Amilia,"Verdun, Montréal",2025-08-26T10:08:51Z,,,"Amilia is transforming the recreation and activities market with its innovative, purpose-built SaaS platform. Designed for municipalities, community centers, nonprofits, businesses, and recreation organizations, Amilia SmartRec™ streamlines operations, optimizes facility management, and simplifies program and membership management. Since 2009, Amilia has been on a mission to revolutionize how communities connect and participate in activities. By combining cutting-edge technology with deep indus…",https://www.adzuna.ca/details/5368887160?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,Smartrend Manufacturing Group,"Winnipeg, Winnipeg region",2025-08-16T18:25:35Z,,,"Job Description Job Description WHO WE ARE Smartrend Manufacturing Group (SMG) Inc . is one of Manitoba's fastest-growing companies, committed to increasing safety in the school bus industry and reducing emissions in the electric vehicle charging sector through our diverse divisions. We design and develop exciting, patented, and innovative technologies that make a real and lasting impact across multiple industries. At the heart of our success are the values that guide everything we do: People o…",https://www.adzuna.ca/details/5356060269?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,CBRE,"Toronto, Ontario",2025-08-14T07:46:57Z,,,"Toronto - Ontario - Canada About The Role As a CBRE Data Analyst, you will perform basic analysis to ensure that recommendations and business conclusions are backed by thorough data research and findings. This job is part of the Data Science & Analytics job function. They are responsible for reviewing data that supports improving effectiveness and predicting outcomes to develop business intelligence. What You’ll Do Coordinate data aggregation and curate reports using existing business intellige…",https://www.adzuna.ca/details/5352227606?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,Workstream,"Greater Vancouver, British Columbia",2025-06-10T10:29:32Z,,,"Workstream is a mission-driven company that believes in building premium, modern software solutions for hourly businesses. There are 2.7 billion hourly workers, who make up 80% of the global workforce, but they've been heavily underserved by technology and deserve better. We help local businesses around you hire, manage, and pay qualified workers. Our customers include leading brands from multiple sectors, including Burger King, Carl's Jr./Hardee's, IHOP, KFC, and Culvers. At series B, we are q…",https://www.adzuna.ca/details/5242741144?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,Spectrum Health Care,"Toronto, Ontario",2025-08-03T10:43:24Z,,,"Job Description Job Description Company Description Here’s your opportunity to join a growing company in the rapidly evolving health care sector! Spectrum Health Care is currently seeking a dynamic Data Analyst . The successful candidate will support critical functions by analyzing large datasets to derive actionable insights that enhance clinical, operational, and financial outcomes. This position offers the opportunity to work at the intersection of healthcare and technology, leveraging data …",https://www.adzuna.ca/details/5336067497?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,Tailscale,Canada,2025-03-23T13:01:57Z,156512.0,195640.0,"About Tailscale Tailscale is building the new Internet by delivering software that makes it easy to securely interconnect people and their devices, no matter where they are. From hobbyists to multinational corporations, teams of every size use Tailscale each day to protect their networks, share access to internal tools, and more. We're building a future for the Internet that's easy, sensible, and safe, like it used to be. Founded in 2019 and fully distributed, we're backed by Accel, CRV, Insigh…",https://www.adzuna.ca/details/5107891765?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,TransCanada PipeLines Limited,"Calgary, Calgary region",2025-08-28T05:54:01Z,,,"Determined. Imaginative. Curious. If these are some of the ways you describe yourself — we want to learn more about you! At TC Energy, we are Energy Problem Solvers — passionate about transitioning North America to cleaner energy while meeting the energy demands of today and tomorrow. If that sounds like a challenge you want to help tackle, we want you to join our team! The Opportunity TC Energy’s External Relations group in Canada is currently looking to hire a Data Analyst, which can be based…",https://www.adzuna.ca/details/5371633119?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,TC Energy,"Calgary, Calgary region",2025-08-28T07:44:47Z,,,"Determined. Imaginative. Curious. If these are some of the ways you describe yourself — we want to learn more about you! At TC Energy, we are Energy Problem Solvers — passionate about transitioning North America to cleaner energy while meeting the energy demands of today and tomorrow. If that sounds like a challenge you want to help tackle, we want you to join our team! The Opportunity TC Energy’s External Relations group in Canada is currently looking to hire a Data Analyst, which can be based…",https://www.adzuna.ca/details/5371700106?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,Verisk,"Markham, York region",2025-08-12T07:43:44Z,,,"Job Description The Data Analyst will be a key contributor to Opta’s big data and AI expertise. The incumbent will be responsible for building, analyzing, and reporting on large and sample data assets. Using their strong statistical techniques, they will apply the right analysis strategy to deliver insight, relationships and repeatable queries or processes. Working closely with Product, Sales, R&D, IT and Professional Services, the individual will be responsible for analyzing complex data sets …",https://www.adzuna.ca/details/5348955217?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,Intact,"Toronto, Ontario",2025-08-01T07:35:37Z,,,"Our employees are at the heart of everything we do. Together, we help people, businesses, and society prosper in good times and be resilient in bad times. Our employee promise represents Intact’s commitment to you in exchange for living our Values, striving to do your best work, being open to change and investing in your career. In return, we promise to provide support, opportunities and performance-led financial rewards at a workplace where you can shape the future, win as a team and grow with…",https://www.adzuna.ca/details/5331890280?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,Cooke Aquaculture Inc.,"Saint John, Saint John region",2025-04-25T10:07:55Z,,,"Cooke is a global seafood company with operations in North America, Europe, South America and Australia. Our company’s success is driven by our dynamic, highly skilled, and innovative management team, supported by dedicated employees who live in coastal communities and contribute to the local area’s economy and sense of community. The Role We are seeking a skilled and driven Analytics Engineer to join our team. In this role, you will be designing data solutions to drive business decisions and o…",https://www.adzuna.ca/details/5162309415?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,Zynga,Canada,2025-08-01T07:39:17Z,,,"Level Up Your Career with Zynga! At Zynga, we bring people together through the power of play. As a global leader in interactive entertainment and a proud label of Take-Two Interactive, our games have been downloaded over 6 billion times—connecting players in 175 countries through fun, strategy, and a little friendly competition. From thrilling casino spins to epic strategy battles, mind-bending puzzles, and social word challenges, our diverse game portfolio has something for everyone. Fan-favo…",https://www.adzuna.ca/details/5331895652?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,Edmonton Public Library,"Edmonton, Edmonton region",2025-08-18T06:50:06Z,,,"Are you a Data Detective? What do you want to be today? Edmonton Public Library is looking for an outgoing and creative analyst to join our team! This is an exciting opportunity for an enthusiastic Planning Assessment & Research Analyst who is passionate about using real-life data and statistics to inform customer services, enable evidence-based decision making, and the evaluation of library programs and services. Under the direction of the Manager, Planning, Assessment & Research, you will hel…",https://www.adzuna.ca/details/5357225313?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,Zynga,"Toronto, Ontario",2025-08-22T07:45:53Z,,,"Level Up Your Career with Zynga! At Zynga, we bring people together through the power of play. As a global leader in interactive entertainment and a proud label of Take-Two Interactive, our games have been downloaded over 6 billion times—connecting players in 175 countries through fun, strategy, and a little friendly competition. From thrilling casino spins to epic strategy battles, mind-bending puzzles, and social word challenges, our diverse game portfolio has something for everyone. Fan-favo…",https://www.adzuna.ca/details/5363472088?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,J&M Group,"Mississauga, Peel region",2025-08-24T07:44:43Z,,,Work with stakeholders to understand data requirements and deliver actionable insights. Monitor and evaluate the effectiveness of existing data processes and recommend improvements. Conduct root cause analysis and present findings to cross-functional teams. Maintain data integrity and quality across all systems and reports. Strong problem-solving and critical-thinking abilities. Excellent written and verbal communication skills. Ability to present complex information in a clear and concise mann…,https://www.adzuna.ca/details/5366539314?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,Intact Financial Corporation,Canada,2025-08-01T07:40:04Z,,,"Our employees are at the heart of everything we do. Together, we help people, businesses, and society prosper in good times and be resilient in bad times. Our employee promise represents Intact’s commitment to you in exchange for living our Values, striving to do your best work, being open to change and investing in your career. In return, we promise to provide support, opportunities and performance-led financial rewards at a workplace where you can shape the future, win as a team and grow with…",https://www.adzuna.ca/details/5331896514?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,Cooke Aquaculture Inc.,"Saint John, Saint John region",2025-08-27T05:24:46Z,,,"Job Description Job Description Cooke is a global seafood company with operations in North America, Europe, South America and Australia. Our company’s success is driven by our dynamic, highly skilled, and innovative management team, supported by dedicated employees who live in coastal communities and contribute to the local area’s economy and sense of community. The Role We are seeking a skilled and driven Analytics Engineer to join our team. In this role, you will be designing data solutions t…",https://www.adzuna.ca/details/5370097334?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,BALANCED PLUS INC.,"Mississauga, Peel region",2025-08-11T02:41:48Z,55000.0,75000.0,"Job Description Job Description About This Job BALANCED seeks a Software Developer to assist in ongoing software development projects in diverse business environments. You will get to work with great people in different organizations, learn new technologies and platforms, and help to improve and make a difference in business operations. IMPORTANT : Connect with us on LinkedIn to get the latest job postings - https://www.linkedin.com/company/balancedplus Responsibilities Gather and analyze data …",https://www.adzuna.ca/details/5347626623?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
"Data Analyst, Metrics",Lyft,"Toronto, Ontario",2025-07-14T17:06:07Z,,,"At Lyft, our purpose is to serve and connect. We aim to achieve this by cultivating a work environment where all team members belong and have the opportunity to thrive. The Metrics team at Lyft plays a crucial role in defining key business metrics used in decision-making. We develop and manage tools and dashboards that provide easy access to this information to a wide range of stakeholders. Our work includes delivering analyses and tools to support partner product teams and Finance in developin…",https://www.adzuna.ca/land/ad/5302580618?se=ovBQ57iE8BGkMMRxZtLABA&utm_medium=api&utm_source=d8fd1a4d&v=76BD8592AF0B1038F7B340566D089468A2475412,data analyst,ca
Mainframe Data Analyst,Maarut Inc,"East York, Toronto",2025-08-23T01:26:00Z,210080.0,210080.0,"Resource Profile Client is looking for a Legacy Data Analyst role with 8 years of experience of working in Legacy/Mainframe sector, to assist with the planning, implementation and improving the quality of data by optimizing processes for the analysis, evaluation, and validation for data conversion process from Legacy Source Systems/Mainframe/AIX to Cloud Applications. This Role requires a blend, a mix of technical hand-on skills, business acumen, business and process analysis skills, creativity…",https://www.adzuna.ca/details/5365037594?utm_medium=api&utm_source=d8fd1a4d,data analyst,ca
Data Analyst,carsales,"Melbourne, Melbourne Region",2025-08-01T22:39:18Z,,,"Job Description What you’ll do: This is your opportunity as the Data Analyst to play an instrumental role in the ongoing review and evolution of our vehicle pricing practices. You will also support a wide variety of initiatives around existing and future RedBook data services, as well as being a key contributor to ad hoc project and consulting work. Write and optimise SQL queries and work with APIs to extract, manipulate, and integrate data from diverse and often complex sources, including hand…",https://www.adzuna.com.au/details/5331918055?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,HorizonOne,"Canberra Region, Australian Capital Territory",2025-08-28T20:29:21Z,88000.0,105000.0,"This APS regulator is on a journey to uplift data maturity and embed evidence at the core of regulatory decisions. With strong funding and executive backing, the agency is investing in modern data platforms to enable advanced analytics and predictive insights that will shape the future of the sector. You’ll be joining the data team responsible for analytics, reporting, and risk insight. The data and insights this team produces informs compliance and regulatory confidence. The team is Geographic…",https://www.adzuna.com.au/details/5371646058?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,CodeGen,"Melbourne, Melbourne Region",2024-07-31T07:19:35Z,,,"Data and Reporting Analyst An exciting opportunity has become available to join an established and growing superannuation provider based in Melbourne's CBD for a Data and Reporting Analyst to join their vibrant and supportive team. Being an integral part of this close knit organisation, you will be responsible for a supporting internal stakeholders of all data required as well as maintaining data management and reporting, the summary of this position will require the successful candidate to hav…",https://www.adzuna.com.au/details/4801319120?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,Whizdom Recruitment,"The Rocks, Sydney",2025-06-08T07:10:12Z,,,"Job Description Data Analyst About our client: Our client is a well-known multinational consultancy who is working with a Big 4 Banking end client. Employees enjoy access to cutting-edge resources, continuous learning and development programs, and a collaborative environment that fosters creativity and career growth. Our client’s commitment to diversity and inclusion ensures a welcoming workplace for all. Additionally, the company’s focus on sustainability and social responsibility allows emplo…",https://www.adzuna.com.au/details/5239457448?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,City of Port Phillip,Australia,2025-08-20T12:05:46Z,,,"Data Analyst &nbsp; Salary Range Band 6 $95,799 - $104,420 plus 12% Super Full time, 12 month Fixed-Term position Located at St Kilda Town Hall with flexible working arrangements possible&nbsp; About the Organisation&nbsp; The City of Port Phillip is an inner-city council with around 1000 employees who deliver more than 100 programs and services to our residents, businesses and visitors. These range from childcare and immunisations, to libraries, management of parks and open space, rubbish coll…",https://www.adzuna.com.au/details/5359655676?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,OMD Australia,"The Rocks, Sydney",2025-07-10T05:26:33Z,,,"This is a Data Analyst role with OMD Australia based in Sydney, NSW, AU  OMD Australia  Role Seniority - junior More about the Data Analyst role at OMD Australia OMD is looking for a Data Analyst with strong analytical skills and the ability to effectively translate data into insights. You will work closely with the business team, including media planners and strategists, to analyse media and market data to deliver valuable and actionable insights to our client. The successful candidate needs t…",https://www.adzuna.com.au/details/5294125211?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,Easyagile,"New South Wales, Australia",2025-08-15T14:23:52Z,,,"This is a Data Analyst role with Easyagile based in NSW, AU  Easyagile  Role Seniority - mid level More about the Data Analyst role at Easyagile About Easy Agile Easy Agile is an Australian founded bootstrapped start-up. We have four products built on top of Atlassian’s flagship product Jira, sold via the Atlassian Marketplace. Profitable from year 1, we are on a truly unique journey with an emphasis on work/family/community/self balance, while growing a high-performing team. Due to our extreme…",https://www.adzuna.com.au/details/5353385621?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,APS,"Waverton, North Sydney Area",2025-08-19T16:02:15Z,95187.0,95187.0,"The key duties of the position include The Role The APS 6 Data Analyst will be working alongside a scientist as part of the Mine Warfare & Clearance Diving Group (MCDGRP) at HMAS Waterhen, in Waverton Sydney, which will require the successful candidate to be based in Sydney. With limited guidance plan and conduct mine warfare post mission analysis, develop methodology for mine countermeasures operations and tactical development requirements, manage the specific software for mine warfare operati…",https://www.adzuna.com.au/details/5358416043?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,BetaShares,"The Rocks, Sydney",2025-07-10T05:20:14Z,,,"This is a Data Analyst role with BetaShares based in Sydney, NSW, AU  BetaShares  Role Seniority - junior More about the Data Analyst role at BetaShares Betashares is looking for a motivated individual with a natural curiosity and a passion for solving problems through advanced data analysis. The successful candidate will capture, analyse, and proactively share information to support key projects and teams across the business. This role will support various functions such as superannuation, mar…",https://www.adzuna.com.au/details/5294117352?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,Ferocia,"Melbourne, Melbourne Region",2025-08-05T21:10:07Z,,,"About Ferocia We're the team behind Up , but under the hood, we're Ferocia - a passionate tech company driven by financial inclusion. Since 2011, we've been crafting innovative financial tools, starting with the digital platform for Bendigo Bank. We believe technology can empower everyone, from the advantaged to the disadvantaged, which is why Up was born. Now, as part of the Bendigo and Adelaide Bank family, we combine the agility of a small company with the reach and stability of a major play…",https://www.adzuna.com.au/details/5338297286?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,Advertising Industry Careers,"North Sydney, North Sydney Area",2025-08-05T20:03:11Z,,,"Company DescriptionDrive is Nine’s brand appealing to the automotive enthusiast. Working with our industry leaders you will help us achieve our vision, to shape the future of automotive in Australia by providing authoritative reviews, detailed comparisons, and innovative commerce solutions.2025 is an exciting year to be part of the Drive Marketplace team. Drive Marketplace is on a sharp growth trajectory with a vision to become Australia’s No.2 Automotive Marketplace in Australia. The expanding…",https://www.adzuna.com.au/details/5338259536?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,Bingo Industries,"Silverwater, Auburn Area",2025-08-16T12:16:33Z,90000.0,90000.0,"Responsibilities: • Clean, format, and maintain master datasets used across the business. • Write and optimize SQL queries (Snowflake) to extract data for analysis and reporting. • Design, develop and maintain Power BI dashboards, reports and data models that provide insight to support decision making. • Perform data manipulation, modelling, and preparing ad-hoc analyses in Excel to support internal stakeholders and business units. • Assist in identifying data quality issues and proactively sug…",https://www.adzuna.com.au/details/5354918878?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,Professional Search Group,"Subiaco, Subiaco Area",2025-08-28T21:06:51Z,,,"Job Description We have an exciting opportunity for an Senior Data Analyst to join our client’s dynamic IT team at an established mining company In Perth’s inner-city suburbs. This is a long-term opportunity to contribute to impactful data initiatives and grow your career. Reasonability’s: Work closely with data owners and users to gain a clear understanding of the company’s data models, business operations, and reporting needs. Oversee upgrades, system changes, new implementations, and reporti…",https://www.adzuna.com.au/details/5371669366?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,Infomedia,"Sydney, Sydney Region",2025-02-03T21:55:03Z,,,"Infomedia is a leading global provider of SaaS solutions to the parts and service sector of the automotive industry. Headquartered in Australia, Infomedia has been at the forefront of aftersales system innovation for more than 28 years. Supplying online parts selling systems, sophisticated service selling systems, a range of publications, as well as data analysis and information research for automotive and lubricant industries. Our software solutions are used each business day by over 220,000 d…",https://www.adzuna.com.au/details/5035046551?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,Easy Agile,"New South Wales, Australia",2025-08-15T20:56:38Z,,,"About Easy Agile Easy Agile is an Australian founded bootstrapped start-up. We have four products built on top of Atlassian’s flagship product Jira, sold via the Atlassian Marketplace. Profitable from year 1, we are on a truly unique journey with an emphasis on work/family/community/self balance, while growing a high-performing team. Due to our extremely fortunate position, we are driven by giving back to our community and our people - enabling our people to live the lives they only dreamed of.…",https://www.adzuna.com.au/details/5353558928?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,nib Health Funds Limited,"Newcastle Area, Newcastle Region",2025-08-14T20:54:13Z,,,"Let’s talk about this role Are you passionate about turning data into actionable insights that drive real impact? As a Data Analyst within our Payment Integrity team, you’ll play a pivotal role in shaping the future of claims accuracy and efficiency. Using analytics techniques and tools like Snowflake and SumoLogic, you’ll collaborate with internal and external teams to streamline workflows and eliminate double handling. Your work will directly support data-led decision making, helping us proac…",https://www.adzuna.com.au/details/5352201202?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,Shippit,"The Rocks, Sydney",2025-08-20T20:59:33Z,,,"A LITTLE ABOUT US Shippit is Australia’s best connected shipping software. Logistics infrastructure is a sophisticated beast, and we’re not only improving the experience for everyone involved, we’re impacting the planet in a positive manner: deliveries made through our platform are already 100% Carbon Neutral. Proudly Australian founded, we’re truly global in our approach and have the benefit of being a free moving scaleup with the security of impacting a growing industry that needs some love a…",https://www.adzuna.com.au/details/5360017707?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,Heritage Bank,"Queensland, Australia",2025-08-07T21:09:32Z,,,"Description About the role: You’ll collaborate with project teams, business analysts and engineers to understand and document business requirements, and undertake various other tasks including data profiling, mapping, transformation and testing. This role is offered as a 12 months fixed term contract with potential extension or permanency. Key Responsibilities: Work with stakeholders to elicit, analyse, communicate and validate requirements for data migrations. Facilitate workshops with busines…",https://www.adzuna.com.au/details/5341713337?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,Northern Territory Government,"Darwin Region, Northern Territory",2025-08-07T07:19:20Z,,,"Assist with the management, collection and validation of Australian Vocational Education and Training Management Information Statistical Standard data and other relevant information.",https://www.adzuna.com.au/details/5340876705?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,hipages Group,"Sydney, Sydney Region",2025-08-10T20:54:04Z,,,"We’re hipages - Australia’s 1 digital platform connecting homeowners with trusted tradies. As an ASX-listed tech company, we're on a mission to transform the trade industry and improve lives. With teams across Australia, New Zealand, the Philippines and Vietnam, we work as one team with a shared purpose. We’re proud to be a certified Great Place to Work and WORK180’s 1 Employer for Women. At hipages, you’ll find real impact, career growth and a workplace where everyone belongs. About the role: …",https://www.adzuna.com.au/details/5346679323?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,Victorian Electoral Commission,"Melbourne, Melbourne Region",2025-08-14T14:08:03Z,97955.0,111142.0,"Why join us At the Victorian Electoral Commission (VEC) we are not just about elections, we are about enabling all Victorians to actively participate in their democracy. The VEC conducts state and local council elections and is responsible for promoting public awareness and understanding of electoral issues in the Victorian community. Our goal is to be change ready and responsive to legislative changes and community expectations in a dynamic and complex operating environment. We provide a value…",https://www.adzuna.com.au/details/5351885267?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst,Nationwide News Pty,"Surry Hills, Sydney",2025-08-08T21:11:19Z,,,"What's the role? This is a 12 month Fixed term contract role where you will design and implement advanced business intelligence tools and analytics frameworks that enable the commercial finance team and other stakeholders to make informed decisions. By interpreting complex financial and operational data, you will identify trends and insights that support improvements across key performance areas including revenue growth, cost efficiency, process optimization, and quality enhancement. Responsibi…",https://www.adzuna.com.au/details/5343541841?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Senior Data Analyst,Clicks IT Recruitment,"Clayton, Monash Area",2025-08-12T21:31:34Z,,,"Senior Data Analyst - Enterprise Transformation Projects Clayton, Melbourne - Hybrid Work Model We're seeking a highly skilled Senior Data Analyst to play a pivotal role in the delivery of two major enterprise transformation initiatives. This is an opportunity to work on complex, large-scale datasets in a collaborative environment that values technical excellence and innovation. As part of a high-performing data engineering and analytics function, you'll design and deliver scalable data solutio…",https://www.adzuna.com.au/details/5348947145?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Senior Data Analyst,FourQuarters,"Melbourne, Melbourne Region",2025-08-15T10:32:21Z,165000.0,165000.0,"Senior Data Analyst required to develop enterprise-wide insightful data and BI solutions for a leading healthcare organisation. Opportunity: you'll be working on a variety of projects across the business, engaging with senior business leaders within finance, procureent, operations there's a need to set up a new reporting framework for one area of the business, overhauling and automating their existing functionality Responsibilities: partner with senior business leaders to understand and define …",https://www.adzuna.com.au/details/5353195267?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Senior Data Analyst,NielsenIQ,"North Sydney Area, North Shore",2025-08-27T00:44:18Z,,,"Job Description We have an exciting full-time opportunity in our Operations Team, supporting our Insights and Customer Success teams in answering key business questions in the Technical Consumer Goods industry by translating Point of Sale data into actionable insights. This is a great opportunity for an enthusiastic and self-motivated junior data analyst who wants to progress their career in data analytics. We are also seeking someone with light leadership experience, ideally having managed a s…",https://www.adzuna.com.au/details/5368906330?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Business & Data Analyst,Kinexus,"Sydney, Sydney Region",2025-08-15T10:32:46Z,180000.0,180000.0,"Amentum is continually expanding our opportunities working on prominent defence projects across air, land and sea supporting the critical capabilities that keep Australia safe. We have a growing presence in cyber, space and nuclear programs. Tell me about this role: We are currently looking for a Baseline or higher security cleared Business & Data Analyst to join our team on a permanent basis. These roles will see you take on a variety of data related analytics and business governance related t…",https://www.adzuna.com.au/details/5353195793?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Financial Data Analysts,Infinite Consulting,"Canberra Region, Australian Capital Territory",2025-05-26T06:04:18Z,,,"Job Description Financial Data Analysts 12 months contract – August start! Location – ACT, Onsite Australian Citizens with current NV1 Clearance Infinite Consulting is seeking experienced Financial Data Analysts for our esteemed Federal Government Client. This is an August start for an initial 12 months contract with 2x12 months further options to extend based on funding and approval. About the Role: As Financial Data Analysts, you will be responsible for the design, analysis and delivery of re…",https://www.adzuna.com.au/details/5216135881?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Senior Data Analyst,GSB,Australia,2025-08-23T21:01:24Z,,,"Senior Data Analyst As our Senior Data Analyst located in Brisbane or Sydney, you will be working to transition and rationalise legacy data products from our SAS, SQL, and PowerBI environments to a new AWS/Databricks environment. You will be able to make a big difference with us and be exposed to a broad range of complex data challenges, as we are smaller than the majors and your circle of influence is greater. This position will have no direct reports, but as a Senior Data Analyst you will be …",https://www.adzuna.com.au/details/5365236865?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Data Analyst with Superannuation,IQ Group Australia,"Melbourne, Melbourne Region",2025-03-13T00:11:19Z,,,"Description IQ Group IQ Group has supported Superannuation and Wealth Management clients through unprecedented change for more than 15 years in Australia. From our offices in Melbourne, Sydney and Brisbane, over 90 specialist consultants assist clients improve their operations and use of technology. Our clients benefit from IQ Group's domain experience and commitment to project delivery. IQ Group is part of a global company with other offices in South Africa. The Opportunity IQ Group is undergo…",https://www.adzuna.com.au/details/5088741066?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
Senior Data Analyst,Luxury Escapes,"The Rocks, Sydney",2025-08-16T20:57:59Z,,,"Be part of the team transforming global travel experiences! Luxury Escapes is one of the world’s fastest-growing travel websites, with over 8 million members. We are growing rapidly & seeking a Senior Data Analyst to join our team! Working at Luxury Escapes Our mission is to delight our customers with incredible deals for the world's best holidays. We are a collective of forward-thinking people, driven to challenge the travel industry and ourselves to bring outstanding travel experiences to our…",https://www.adzuna.com.au/details/5355173310?utm_medium=api&utm_source=d8fd1a4d,data analyst,au
